"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Cabin","Embarked","Title","Group"
"0",1,"male",65,0,0,26.55,"E","S","Mr",1
"1",1,"female",42,1,0,25.93125,"D","S","Mrs",2
"1",2,"female",50,0,0,10.5,"NO","S","Miss",1
"0",3,"male",65,0,0,7.75,"NO","Q","Mr",1
"1",1,"male",48,0,0,26.55,"E","S","Mr",1
"0",3,"male",34,0,0,8.05,"NO","S","Mr",1
"0",1,"male",47,0,0,38.5,"E","S","Mr",1
"0",2,"male",48,0,0,13,"NO","S","Mr",1
"0",3,"male",21,0,0,8.05,"NO","S","Mr",1
"0",3,"male",38,0,0,7.05,"NO","S","Mr",1
"0",2,"male",32,0,0,0,"NO","S","Mr",3
"0",1,"male",56,0,0,26.55,"NO","S","Mr",1
"0",3,"male",25,0,0,7.725,"NO","Q","Mr",1
"1",3,"female",0.75,2,1,4.814575,"NO","C","Miss",4
"0",3,"male",22,0,0,7.25,"NO","S","Mr",1
"0",3,"male",38,0,0,8.6625,"NO","S","Mr",1
"1",2,"female",33,1,2,6.9375,"NO","S","Mrs",4
"1",2,"female",23,0,0,13.7917,"D","C","Mrs",1
"0",3,"female",22,0,0,9.8375,"NO","S","Miss",1
"0",1,"male",47,0,0,26,"X","S","Mr",2
"0",2,"male",34,1,0,10.5,"NO","S","Mr",2
"0",3,"male",29,1,0,7.0458,"NO","S","Mr",1
"0",3,"male",22,0,0,7.5208,"NO","S","Mr",1
"1",3,"female",2,0,1,6.14375,"NO","S","Miss",2
"0",3,"male",9,5,2,5.8625,"NO","S","Master",8
"0",2,"male",32,0,0,0,"NO","S","Mr",1
"0",3,"male",50,0,0,8.05,"NO","S","Mr",1
"1",3,"female",63,0,0,9.5875,"NO","S","Mrs",1
"1",1,"male",25,1,0,45.5396,"B","C","Mr",2
"0",3,"female",3,3,1,5.09334,"NO","S","Miss",5
"1",1,"female",35,1,0,45,"C","S","Mrs",2
"0",1,"male",58,0,0,29.7,"B","C","Mr",1
"0",3,"male",30,0,0,8.05,"NO","S","Mr",1
"1",3,"male",9,1,1,5.3,"NO","S","Master",3
"0",3,"male",25,1,0,19.9667,"NO","S","Mr",1
"0",3,"male",21,0,0,7.25,"NO","S","Mr",1
"0",1,"male",55,0,0,30.5,"C","S","Mr",1
"0",1,"male",71,0,0,49.5042,"NO","C","Mr",1
"0",3,"male",21,0,0,8.05,"NO","S","Mr",1
"0",3,"male",19,0,0,7.22915,"NO","C","Mr",2
"1",1,"female",54,1,0,39.13335,"D","C","Miss",2
"0",3,"male",19,0,0,7.55,"NO","S","Mr",2
"0",1,"female",25,1,2,25.2583333333333,"C","S","Mrs",6
"0",3,"male",24,0,0,7.7958,"NO","S","Mr",1
"0",3,"male",17,0,0,8.6625,"NO","S","Mr",1
"0",3,"female",21,0,0,7.75,"NO","Q","Miss",1
"0",3,"female",25,0,0,7.6292,"NO","Q","Miss",1
"0",3,"female",37,0,0,9.5875,"NO","S","Miss",1
"1",1,"female",16,0,0,28.8333333333333,"B","S","Miss",3
"0",1,"male",18,1,0,36.3,"C","C","Mr",3
"1",2,"female",33,0,2,8.66666666666667,"NO","S","Mrs",3
"1",1,"male",45,0,0,26.55,"NO","S","Mr",1
"0",3,"male",28,0,0,7.50833333333333,"NO","S","Mr",3
"1",3,"male",26,0,0,7.061975,"NO","S","Mr",8
"1",3,"male",29,0,0,7.75,"NO","Q","Mr",1
"0",3,"male",21,0,0,8.05,"NO","S","Mr",1
"1",1,"male",36,0,0,26.2875,"E","S","Mr",1
"1",1,"female",54,1,0,29.7,"NO","C","other",2
"0",3,"male",24,0,0,7.4958,"NO","S","Mr",1
"0",1,"male",47,0,0,34.0208,"D","S","Mr",1
"1",2,"female",34,0,0,10.5,"X","S","Mrs",1
"0",3,"male",28,0,0,8.05,"NO","Q","Mr",3
"1",2,"female",36,1,0,13,"NO","S","Mrs",2
"0",3,"male",32,0,0,7.8958,"NO","S","Mr",1
"1",1,"female",30,0,0,23.375,"B","S","Miss",4
"0",3,"male",22,0,0,7.8958,"NO","S","Mr",1
"0",3,"male",40,0,0,7.225,"NO","C","Mr",1
"1",1,"female",44,0,1,28.9896,"B","C","Mrs",2
"0",3,"male",23.5,0,0,7.2292,"NO","C","Mr",1
"0",3,"male",40.5,0,0,7.75,"NO","Q","Mr",1
"1",2,"female",50,0,0,10.5,"NO","S","Miss",1
"0",1,"male",24,0,0,55.4448,"C","S","Mr",4
"0",3,"male",39,0,0,7.925,"NO","S","Mr",1
"0",2,"male",23,2,1,11.5,"NO","S","Mr",1
"1",2,"female",2,1,1,8.66666666666667,"NO","S","Miss",3
"0",3,"male",23.5,0,0,7.2292,"NO","C","Mr",1
"0",3,"male",17,1,1,7.2292,"NO","C","Mr",1
"1",3,"female",9,0,2,7.45276666666667,"NO","C","Mrs",3
"0",3,"female",30,0,0,8.6625,"NO","S","Miss",1
"1",2,"female",7,0,2,8.75,"NO","S","Miss",3
"0",1,"male",45,0,0,26.55,"B","S","other",1
"1",1,"female",30,0,0,35.475,"NO","C","Miss",3
"0",3,"male",19,0,0,7.25,"NO","S","Mr",2
"1",1,"female",22,0,2,49.5,"B","C","Miss",1
"1",1,"female",36,0,2,35.5,"B","S","Miss",2
"0",3,"female",9,4,2,4.46785714285714,"NO","S","Miss",7
"0",3,"female",11,4,2,4.46785714285714,"NO","S","Miss",7
"1",2,"male",32,1,0,13,"NO","S","Mr",2
"0",1,"male",50,1,0,35.475,"C","C","Mr",3
"0",1,"male",64,0,0,26,"NO","S","Mr",1
"1",2,"female",19,1,0,13,"NO","S","Mrs",2
"1",2,"male",34,0,0,13.8625,"NO","C","Mr",1
"0",3,"male",33,1,1,6.84166666666667,"NO","S","Mr",3
"1",2,"male",8,1,1,9.1875,"NO","S","Master",4
"1",1,"male",17,0,2,27.720825,"C","C","Mr",4
"0",2,"male",27,0,0,13,"NO","S","Mr",2
"0",3,"male",20,0,0,7.8292,"NO","Q","Mr",1
"1",3,"male",22,0,0,7.225,"NO","C","Mr",1
"1",3,"female",22,0,0,7.775,"NO","S","Miss",1
"0",1,"male",62,0,0,26.55,"NO","S","Mr",1
"1",1,"female",48,1,0,39.6,"X","C","other",1
"0",1,"male",38,0,0,45.505,"NO","C","Mr",5
"1",1,"female",39,1,1,26.55,"E","S","Mrs",3
"1",3,"female",36,1,0,8.7,"NO","S","Mrs",2
"0",3,"male",65,0,0,7.75,"NO","Q","Mr",1
"0",3,"male",40,0,0,7.8958,"NO","S","Mr",1
"0",2,"male",28,0,0,13.5,"NO","S","Mr",1
"0",3,"male",21,0,0,8.05,"NO","S","Mr",1
"0",3,"female",21,0,0,8.05,"NO","S","Miss",1
"0",3,"male",24,2,0,8.05,"NO","S","Mr",3
"0",3,"male",19,0,0,7.8958,"NO","S","Mr",1
"0",3,"female",29,0,4,4.215,"NO","S","Mrs",5
"0",3,"male",23.5,0,0,7.2292,"NO","C","Mr",1
"1",3,"male",32,0,0,7.8542,"NO","S","Mr",1
"1",2,"male",62,0,0,10.5,"NO","S","Mr",1
"1",1,"female",53,2,0,25.7396,"C","S","Mrs",2
"1",1,"male",36,0,0,26.3875,"E","S","Mr",1
"1",3,"female",22,0,0,7.75,"NO","Q","Miss",1
"0",3,"male",16,0,0,8.05,"NO","S","Mr",1
"0",3,"male",19,0,0,7.25,"NO","S","Mr",2
"1",2,"female",34,0,0,13,"NO","S","Miss",1
"1",1,"female",39,1,0,27.95,"E","S","Mrs",2
"0",3,"female",26,1,0,7.22915,"NO","C","Mrs",2
"1",3,"male",32,0,0,7.925,"NO","S","Mr",1
"1",2,"female",25,1,1,15,"NO","S","Miss",2
"1",1,"female",39,1,1,27.720825,"C","C","Mrs",4
"0",2,"male",54,0,0,13,"NO","S","Mr",2
"0",1,"male",36,0,0,40.125,"X","C","Mr",1
"0",3,"male",33,0,0,8.7125,"NO","C","Mr",1
"1",1,"female",18,0,2,26.55,"E","S","Miss",3
"0",2,"male",47,0,0,15,"NO","S","Mr",1
"1",1,"male",60,1,1,39.6,"B","C","Mr",2
"0",3,"male",22,0,0,8.05,"NO","S","Mr",1
"0",3,"male",21,0,0,8.05,"NO","S","Mr",1
"0",3,"male",35,0,0,7.125,"NO","S","Mr",1
"1",1,"female",52,1,0,39.13335,"D","C","Mrs",2
"0",3,"male",47,0,0,7.25,"NO","S","Mr",1
"0",3,"female",40.5,0,2,7.75,"NO","Q","Miss",1
"0",2,"male",37,1,0,13,"NO","S","Mr",2
"0",3,"male",36,1,1,8.05,"NO","S","Mr",3
"1",2,"female",35,0,0,11,"NO","S","Miss",3
"0",3,"male",49,0,0,0,"NO","S","Mr",4
"0",3,"male",40,0,0,7.225,"NO","C","Mr",1
"1",1,"male",49,1,0,28.4646,"X","C","other",2
"1",2,"female",24,2,1,13.5,"NO","S","Mrs",2
"0",3,"male",28,0,0,7.8958,"NO","S","Mr",1
"0",1,"male",36,0,0,21.2,"NO","S","Mr",2
"0",3,"male",44,0,0,8.05,"NO","S","Mr",1
"1",1,"male",35,0,0,26.55,"NO","C","Mr",1
"0",3,"male",36,1,0,7.775,"NO","S","Mr",2
"0",3,"male",30,0,0,7.8958,"NO","S","Mr",1
"1",1,"male",27,0,0,30.5,"NO","S","Mr",1
"1",2,"female",22,1,2,10.3948,"NO","C","Mrs",4
"1",1,"female",40,0,0,51.1541666666667,"C","S","Miss",3
"0",3,"female",39,1,5,4.46785714285714,"NO","S","Mrs",7
"0",3,"male",24,0,0,7.05,"NO","S","Mr",1
"1",3,"female",24,1,0,7.75,"NO","Q","Miss",2
"0",3,"male",65,0,0,7.75,"NO","Q","Mr",1
"0",3,"male",35,0,0,8.05,"NO","S","Mr",1
"1",2,"female",24,1,2,13,"NO","S","Miss",5
"0",3,"male",34,1,1,4.8,"NO","S","Mr",3
"0",3,"female",26,1,0,8.05,"NO","S","Mrs",2
"1",2,"female",4,2,1,9.75,"X","S","Miss",4
"0",2,"male",26,0,0,10.5,"NO","S","Mr",1
"0",3,"male",27,1,0,7.2271,"NO","C","Mr",2
"1",1,"male",42,1,0,26.2771,"D","S","Mr",2
"1",3,"male",20,1,1,5.24723333333333,"NO","C","Mr",3
"0",3,"male",21,0,0,7.8542,"NO","S","Mr",1
"0",3,"male",21,0,0,8.05,"NO","S","Mr",2
"0",1,"male",61,0,0,32.3208,"D","S","Mr",1
"0",2,"male",57,0,0,12.35,"NO","Q","other",1
"1",1,"female",21,0,0,25.9861,"D","S","Miss",3
"0",3,"male",26,0,0,7.8958,"NO","S","Mr",1
"0",3,"male",21,0,0,7.7333,"NO","Q","Mr",1
"1",1,"male",80,0,0,30,"X","S","Mr",1
"0",3,"male",51,0,0,7.0542,"NO","S","Mr",1
"1",1,"male",32,0,0,30.5,"B","C","other",1
"0",1,"male",39,0,0,0,"NO","S","Mr",1
"0",3,"female",9,3,2,4.65,"NO","S","Miss",6
"1",2,"female",28,0,0,13,"NO","S","Miss",1
"0",3,"male",32,0,0,7.925,"NO","S","Mr",1
"0",2,"male",31,1,1,8.75,"NO","S","Mr",3
"0",3,"female",41,0,5,5.66964285714286,"NO","S","Mrs",7
"0",3,"male",26,1,0,8.05,"NO","S","Mr",2
"0",3,"male",20,0,0,7.8542,"NO","S","Mr",1
"1",1,"female",24,0,0,34.65,"B","C","other",2
"0",3,"female",2,3,2,4.65,"NO","S","Miss",6
"1",3,"male",32,0,0,7.061975,"NO","S","Mr",8
"1",3,"female",0.75,2,1,4.814575,"NO","C","Miss",4
"1",1,"male",48,1,0,25.5764,"D","C","Mr",3
"0",3,"male",19,0,0,7.8958,"NO","S","Mr",1
"1",1,"male",56,0,0,35.5,"X","C","other",1
"0",3,"male",23,0,0,7.55,"NO","S","Mr",1
"1",3,"female",23,0,0,7.55,"NO","S","Miss",1
"0",3,"male",28,0,0,7.8958,"NO","S","Mr",1
"1",2,"female",18,0,1,11.5,"NO","S","Miss",2
"0",3,"male",21,0,0,8.4333,"NO","S","Mr",1
"1",3,"female",27,0,0,7.8292,"NO","Q","Miss",1
"0",3,"female",18,0,0,6.75,"NO","Q","Miss",1
"0",2,"male",24,2,0,10.5,"NO","S","Mr",7
"0",3,"male",28,0,0,7.8958,"NO","S","Mr",1
"0",3,"female",32,1,1,7.75,"NO","Q","Mrs",2
"0",2,"male",23,0,0,13,"NO","S","Mr",1
"0",1,"male",58,0,2,37.7583333333333,"D","C","Mr",3
"1",1,"male",50,2,0,66.825,"NO","S","other",2
"0",3,"male",40,0,0,7.225,"NO","C","Mr",1
"0",1,"male",47,0,0,25.5875,"E","S","Mr",1
"0",3,"male",36,0,0,7.4958,"NO","S","Mr",1
"1",3,"male",20,1,0,7.925,"NO","S","Mr",1
"0",2,"male",32,2,0,10.5,"NO","S","Mr",7
"0",2,"male",25,0,0,13,"NO","S","Mr",1
"0",3,"male",26,0,0,7.775,"NO","S","Mr",1
"0",3,"male",43,0,0,8.05,"NO","S","Mr",1
"1",1,"female",42,1,0,26,"C","S","Mrs",2
"1",2,"female",40,1,1,13,"NO","S","Mrs",3
"0",1,"male",31,1,0,26,"B","S","Mr",2
"0",2,"male",70,0,0,10.5,"NO","S","Mr",1
"1",2,"male",31,0,0,13,"NO","S","Mr",1
"0",2,"male",32,0,0,0,"NO","S","Mr",1
"0",3,"male",18,0,0,7.775,"NO","S","Mr",1
"0",3,"male",24.5,0,0,8.05,"NO","S","Mr",1
"1",3,"female",18,0,0,9.8417,"NO","S","Miss",1
"0",3,"female",43,1,6,5.8625,"NO","S","Mrs",8
"1",1,"male",36,0,1,128.0823,"B","C","Mr",4
"0",3,"female",20,0,0,8.1375,"NO","Q","Miss",1
"1",1,"male",27,0,0,25.5764,"D","C","Mr",3
"0",3,"male",20,0,0,9.225,"NO","S","Mr",1
"0",3,"male",14,5,2,5.8625,"NO","S","Mr",8
"0",2,"male",60,1,1,13,"NO","S","Mr",3
"0",2,"male",25,1,2,10.3948,"NO","C","Mr",4
"0",3,"male",14,4,1,5.66964285714286,"NO","S","Mr",7
"0",3,"male",19,0,0,10.1708,"NO","S","Mr",1
"0",3,"male",18,0,0,7.7958,"NO","S","Mr",1
"1",1,"female",15,0,1,52.834375,"B","S","Miss",4
"1",1,"male",31,1,0,28.5,"B","S","Mr",2
"1",3,"female",4,0,1,6.70835,"NO","C","Miss",2
"1",3,"male",32,0,0,7.061975,"NO","S","Mr",8
"0",3,"male",25,0,0,7.225,"NO","C","Mr",1
"0",1,"male",60,0,0,26.55,"NO","S","other",1
"0",2,"male",52,0,0,13.5,"NO","S","Mr",1
"0",3,"male",44,0,0,8.05,"NO","S","Mr",1
"1",3,"female",21,0,0,7.7333,"NO","Q","Miss",1
"0",1,"male",49,1,1,27.720825,"C","C","Mr",4
"0",3,"male",42,0,0,7.65,"X","S","Mr",1
"1",1,"female",18,1,0,45.505,"C","C","Mrs",5
"1",1,"male",35,0,0,26.2875,"E","S","Mr",1
"0",3,"female",18,0,1,7.2271,"NO","C","Miss",2
"0",3,"male",25,0,0,7.7417,"NO","Q","Mr",1
"0",3,"male",26,1,0,7.8542,"NO","S","Mr",1
"0",2,"male",39,0,0,13,"NO","S","Mr",2
"1",2,"female",45,0,0,13.5,"NO","S","Mrs",1
"1",1,"male",42,0,0,26.2875,"E","S","Mr",1
"1",1,"female",22,0,0,25.2583333333333,"NO","S","Miss",6
"1",3,"male",9,1,1,5.08193333333333,"NO","C","Master",3
"1",1,"female",24,0,0,49.5042,"C","C","other",1
"0",1,"male",62,0,0,26.55,"C","S","Mr",1
"1",1,"male",48,1,0,26,"C","S","Mr",2
"0",3,"male",29,0,0,9.4833,"NO","S","Mr",1
"0",2,"male",52,0,0,6.5,"NO","S","Mr",2
"0",3,"male",19,0,0,7.65,"X","S","Mr",1
"1",1,"female",38,0,0,45.505,"C","C","Miss",5
"1",2,"female",27,0,0,10.5,"E","S","Miss",1
"0",3,"male",21,0,0,7.75,"NO","Q","Mr",2
"0",3,"male",33,0,0,7.775,"NO","S","Mr",1
"1",2,"female",6,0,1,11,"NO","S","Miss",3
"0",3,"male",17,1,0,7.0542,"NO","S","Mr",1
"0",2,"male",34,0,0,13,"NO","S","Mr",1
"0",2,"male",50,0,0,13,"NO","S","Mr",1
"1",1,"male",27,1,0,26.55,"E","S","Mr",2
"0",3,"male",20,0,0,8.6625,"NO","S","Mr",1
"1",2,"female",30,3,0,10.5,"NO","S","Mrs",2
"1",3,"female",16,0,0,7.7375,"NO","Q","Miss",1
"0",2,"male",25,1,0,13,"NO","S","Mr",2
"0",3,"female",25,1,0,7.925,"NO","S","Miss",1
"1",1,"female",29,0,0,52.834375,"B","S","Miss",4
"0",3,"male",11,0,0,9.39375,"NO","C","Mr",2
"0",2,"male",32,0,0,0,"NO","S","Mr",1
"0",2,"male",23,0,0,13,"NO","S","Mr",1
"0",2,"male",23,0,0,13,"NO","S","Mr",1
"0",3,"male",28.5,0,0,8.05,"NO","S","Mr",2
"0",3,"female",48,1,3,6.875,"NO","S","Mrs",5
"1",1,"male",35,0,0,128.0823,"B","C","Mr",4
"0",3,"male",28,0,0,7.8958,"NO","S","Mr",1
"0",3,"male",28,0,0,7.8958,"NO","S","Mr",1
"1",1,"male",26,0,0,30,"D","S","Mr",1
"0",1,"male",36,1,0,26.2833333333333,"C","S","Mr",3
"1",1,"female",21,2,2,37.4821428571429,"B","C","Miss",7
"0",3,"male",24,1,0,8.05,"NO","S","Mr",2
"1",3,"male",31,0,0,7.925,"NO","S","Mr",1
"0",1,"male",70,1,1,35.5,"B","S","other",2
"0",3,"male",16,1,1,6.75,"NO","S","Mr",3
"1",2,"female",30,0,0,13,"NO","S","Miss",1
"0",1,"male",19,1,0,26.55,"D","S","Mr",2
"0",3,"male",31,0,0,7.75,"NO","Q","Mr",1
"1",2,"female",4,1,1,7.66666666666667,"NO","S","Miss",3
"1",3,"male",6,0,1,6.2375,"E","S","Master",2
"0",3,"male",33,0,0,9.5,"NO","S","Mr",1
"0",3,"male",23,0,0,7.8958,"NO","S","Mr",1
"1",2,"female",48,1,2,13,"NO","S","Mrs",5
"1",2,"male",0.67,1,1,7.25,"NO","S","Master",2
"0",3,"male",28,0,0,7.7958,"NO","S","Mr",1
"0",2,"male",18,0,0,11.5,"NO","S","Mr",1
"0",3,"male",34,0,0,8.05,"NO","S","Mr",1
"1",1,"female",33,0,0,28.8333333333333,"B","S","other",3
"0",3,"male",19,0,0,7.25,"NO","S","Mr",2
"0",3,"male",41,0,0,7.125,"NO","S","Mr",1
"1",3,"male",20,0,0,7.2292,"NO","C","Mr",1
"1",1,"female",36,1,2,30,"B","S","Mrs",4
"0",3,"male",16,0,0,7.775,"NO","S","Mr",1
"1",1,"female",51,1,0,25.9861,"D","S","Mrs",3
"0",1,"male",45,0,0,39.6,"NO","C","other",1
"0",3,"female",30.5,0,0,7.75,"NO","Q","Miss",1
"0",3,"male",25,1,0,8.05,"NO","Q","Mr",3
"0",3,"male",32,0,0,8.3625,"NO","S","Mr",1
"0",3,"male",24,0,0,9.5,"NO","S","Mr",1
"0",3,"male",48,0,0,7.8542,"NO","S","Mr",1
"0",2,"female",57,0,0,5.25,"E","S","Mrs",2
"0",3,"male",40,0,0,7.225,"NO","C","Mr",1
"1",2,"female",54,1,3,11.5,"NO","S","Mrs",2
"0",3,"male",18,0,0,7.75,"NO","S","Mr",1
"0",3,"male",65,0,0,7.75,"X","Q","Mr",1
"1",3,"female",5,0,0,6.2375,"NO","S","Miss",2
"0",3,"male",25,0,0,7.7375,"NO","Q","Mr",1
"1",1,"female",43,0,1,52.834375,"B","S","Mrs",4
"1",3,"female",13,0,0,7.2292,"NO","C","Miss",1
"1",1,"female",17,1,0,28.5,"B","S","Mrs",2
"0",1,"male",29,0,0,30,"D","S","Mr",1
"0",3,"male",10,1,2,5.8625,"NO","S","Mr",4
"0",3,"male",25,0,0,7.05,"NO","S","Mr",1
"0",3,"male",25,0,0,7.25,"NO","S","Mr",1
"1",3,"female",18,0,0,7.4958,"NO","S","Miss",1
"0",3,"male",8,4,1,4.85416666666667,"NO","Q","Master",6
"1",3,"male",1,1,2,5.14375,"NO","S","Master",4
"0",1,"male",46,0,0,39.6,"B","C","Mr",2
"0",3,"male",65,0,0,7.75,"NO","Q","Mr",1
"0",2,"male",16,0,0,13,"NO","S","Mr",2
"0",3,"female",11,8,2,6.32272727272727,"NO","S","Miss",11
"0",1,"male",55,0,0,30.6958,"NO","C","Mr",1
"0",3,"male",25,0,0,7.8958,"NO","S","Mr",1
"0",2,"male",39,0,0,13,"NO","S","Mr",1
"1",1,"female",49,0,0,25.9292,"D","S","other",1
"1",3,"female",31,0,0,8.6833,"NO","S","Mrs",1
"0",3,"male",30,0,0,7.2292,"NO","C","Mr",1
"0",3,"female",30,1,1,8.05,"NO","S","Mrs",3
"0",2,"male",34,0,0,6.5,"NO","S","Mr",2
"1",2,"female",31,1,1,8.75,"NO","S","Mrs",3
"1",1,"male",11,1,2,30,"B","S","Master",4
"1",3,"male",0.42,0,1,4.25835,"NO","C","Master",2
"1",3,"male",27,0,0,6.975,"NO","S","Mr",1
"0",3,"male",31,0,0,7.775,"NO","S","Mr",1
"0",1,"male",39,0,0,0,"X","S","Mr",1
"0",3,"female",18,0,0,7.775,"NO","S","Miss",1
"0",2,"male",39,0,0,13,"NO","S","Mr",1
"1",1,"female",33,1,0,26.55,"E","S","Mrs",2
"0",3,"male",26,0,0,7.8875,"NO","S","Mr",1
"0",3,"male",39,0,0,8.05,"NO","S","Mr",3
"0",2,"male",35,0,0,10.5,"NO","S","Mr",1
"0",3,"female",6,4,2,4.46785714285714,"NO","S","Miss",7
"0",3,"male",30.5,0,0,8.05,"NO","S","Mr",1
"0",1,"male",39,0,0,0,"B","S","Mr",2
"0",3,"female",23,0,0,7.925,"NO","S","Miss",1
"0",2,"male",31,1,1,12.3347333333333,"NO","C","Mr",3
"0",3,"male",43,0,0,6.45,"NO","S","Mr",1
"0",3,"male",10,3,2,4.65,"NO","S","Master",6
"1",1,"female",52,1,1,23.375,"B","S","Mrs",4
"1",3,"male",27,0,0,8.6625,"NO","S","Mr",1
"0",1,"male",38,0,0,0,"NO","S","other",1
"1",3,"female",27,0,1,6.2375,"E","S","Mrs",2
"0",3,"male",2,4,1,5.66964285714286,"NO","S","Master",7
"0",3,"male",24,0,0,6.95,"NO","Q","Mr",1
"0",3,"male",28,0,0,7.061975,"NO","S","Mr",8
"1",2,"male",1,0,2,12.3347333333333,"NO","C","Master",3
"1",3,"male",22,0,0,7.75,"NO","Q","Mr",1
"1",1,"female",62,0,0,40,"B","S","Mrs",2
"1",3,"female",15,1,0,7.2271,"NO","C","Mrs",2
"1",2,"male",0.83,1,1,6.25,"NO","S","Master",3
"0",3,"male",23.5,0,0,7.2292,"NO","C","Mr",1
"0",3,"male",23,0,0,7.8542,"NO","S","Mr",1
"0",3,"male",18,0,0,8.3,"NO","S","Mr",1
"1",1,"female",39,1,1,27.7194333333333,"E","C","Miss",3
"0",3,"male",21,0,0,8.6625,"NO","S","Mr",1
"0",3,"male",21,0,0,8.05,"NO","S","Mr",1
"1",3,"male",32,0,0,7.061975,"NO","S","Mr",8
"1",1,"male",58,0,0,29.7,"C","C","Mr",1
"0",3,"male",20,0,0,7.925,"NO","S","Mr",1
"0",2,"male",16,0,0,5.25,"NO","S","Mr",2
"1",1,"female",30,0,0,15.5,"NO","C","Miss",2
"0",3,"male",34.5,0,0,6.4375,"NO","C","Mr",1
"0",3,"male",17,0,0,8.6625,"NO","S","Mr",1
"0",3,"male",42,0,0,7.55,"NO","S","Mr",1
"0",3,"male",11,8,2,6.32272727272727,"NO","S","Mr",11
"0",3,"male",35,0,0,7.8958,"NO","C","Mr",1
"0",2,"male",28,0,1,11,"NO","S","other",3
"1",1,"female",38,1,0,44.5521,"C","C","Mrs",2
"0",3,"male",4,4,2,4.46785714285714,"NO","S","Master",7
"0",3,"male",74,0,0,7.775,"NO","S","Mr",1
"0",3,"female",9,1,1,5.08193333333333,"NO","C","Miss",3
"1",1,"female",16,0,1,19.7,"D","S","Miss",2
"0",2,"female",44,1,0,13,"NO","S","Mrs",2
"1",3,"female",18,0,1,4.675,"NO","S","Mrs",2
"1",1,"female",45,1,1,41.216675,"NO","S","Mrs",4
"1",1,"male",51,0,0,26.55,"E","S","Mr",1
"1",3,"female",24,0,3,4.814575,"NO","C","Mrs",4
"0",3,"male",23.5,0,0,7.2292,"NO","C","Mr",1
"0",3,"male",41,2,0,7.05415,"NO","S","Mr",2
"0",2,"male",21,1,0,11.5,"NO","S","Mr",1
"1",1,"female",48,0,0,25.9292,"D","S","Mrs",1
"0",3,"female",11,8,2,6.32272727272727,"NO","S","Miss",11
"0",2,"male",24,0,0,13,"NO","S","Mr",1
"1",2,"female",42,0,0,13,"NO","S","Mrs",1
"1",2,"female",27,1,0,13.8583,"NO","C","Miss",1
"0",1,"male",31,0,0,50.4958,"X","S","Mr",1
"0",3,"male",28,0,0,9.5,"NO","S","Mr",1
"1",3,"male",4,1,1,3.7111,"NO","S","Master",3
"0",3,"male",26,0,0,7.8958,"NO","S","Mr",1
"1",1,"female",47,1,1,26.2771,"D","S","Mrs",2
"0",1,"male",33,0,0,5,"B","S","Mr",1
"0",3,"male",47,0,0,9,"NO","S","Mr",1
"1",2,"female",28,1,0,12,"NO","C","Mrs",2
"1",3,"female",15,0,0,7.225,"NO","C","Miss",1
"0",3,"male",20,0,0,4.9229,"NO","S","Mr",2
"0",3,"male",19,0,0,7.8958,"NO","S","Mr",1
"0",3,"male",28,0,0,7.8958,"NO","S","Mr",1
"1",1,"female",56,0,1,27.7194333333333,"C","C","Mrs",3
"1",2,"female",25,0,1,13,"NO","S","Mrs",2
"0",3,"male",33,0,0,7.8958,"NO","S","Mr",1
"0",3,"female",22,0,0,10.5167,"NO","S","Miss",1
"0",2,"male",28,0,0,10.5,"NO","S","Mr",1
"0",3,"male",25,0,0,7.05,"NO","S","Mr",1
"0",3,"female",39,0,5,4.85416666666667,"NO","Q","Mrs",6
"0",2,"male",27,0,0,13,"NO","S","other",1
"1",1,"female",19,0,0,30,"B","S","Miss",1
"0",3,"female",10,1,2,5.8625,"NO","S","Miss",4
"1",1,"male",26,0,0,30,"C","C","Mr",1
"0",3,"male",32,0,0,7.75,"NO","Q","Mr",1
